ID	UNNAMED	ORP	ORF	ORT	PHM	PHT	IPA	TRA	CONCEPT	CSA	SRC	REF	COA	EML_(AUTEUR)	EMF_(AUTEUR)	EMT_(AUTEUR)	EML_(SAISIE)	EMF_(SAISIE)	EMT_(SAISIE)	CGR	DV	TOKENS	DOCULECT	SONARS	PROSTRINGS	CLASSES	LANGID	NUMBERS	WEIGHTS	DUPLICATES	COGID	ALIGNMENT	COGIDS	STRUCTURE	PATTERNS
1534	999	0	0	yapitsa			japitsa	rasguño, herida, corte	scratch, wound, cut (n.)		9	257								N.		j a p i ts a	Kokama	6 7 1 7 2 7	AXBYBZ	JAPICA	1	1.J.C 1.A.V 1.P.C 1.I.V 1.C.C 1.A.V	2.0 1.5 1.75 1.3 1.75 0.8	0	1882	j a p i ts a	1882	c c c c c c	0/n 0/n 0/n 0/n 0/n 0/n
1854	1373	1144	2	assaba			asaβa	riscar [o corpo] de tinta	scratch/(paint?) body with paint		2	36								tr.		a s a β a	Tupinamba	7 3 7 3 7	XBYBZ	ASABA	3	3.A.V 3.S.C 3.A.V 3.B.C 3.A.V	1.5 1.75 1.3 1.75 0.8	1	1883	a s a β a	1883	c c c c c	0/n 0/n 0/n 0/n 0/n
1440	840	0	0	umi			umi	ver, percibir con la vista	see (intr)		9	228								V.		u + m i	Kokama	7 4 2007	XBZ	YMI	1	1.Y.V 1.M.C 1.I.V	1.5 1.75 0.8	0	1884	u + m - - i	55 1361	c + c c	5-gen_u/u + 12-gen_m/m 31-kok_simp/- 13-glott_loss/- 116-nas_e/i
565	568	0	0		umai		umai		see (intr, trans)													u + m a i	Omagua	7 4 7 7	XBYZ	YMAI	2	2.Y.V 2.M.C 2.A.V 2.I.V	1.5 1.75 1.3 0.8	1	1886	u + m a - i	55 1361	c + c c c	5-gen_u/u + 12-gen_m/m 31-kok_simp/- 13-glott_loss/- 116-nas_e/i
2150	1016	0	0	epiaca			epjaka	ver, avistar	see (intr, trans)		2	57									(s)	e p j a k a	Tupinamba	7 1 6 7 1 7	XBCYBZ	EPJAKA	3	3.E.V 3.P.C 3.J.C 3.A.V 3.K.C 3.A.V	1.5 1.75 1.5 1.3 1.75 0.8	0	1885	e p j a k a	1885	c c c c c c	0/n 0/n 0/n 0/n 0/n 0/n
372	314	0	0		sai2		sai		seed													s + a + i	Omagua	3 7 2007	AXZ	SAI	2	2.S.C 2.A.V 2.I.V	2.0 1.5 0.8	1	1889	s + a + - i - -	952 1888 1887	c + c + c	23-deaffric_i/tʃ + 16-gen_a_tpn_stress/a + 13-glott_loss/- 27-ɨ>i/i 64-9/- 10-fin_a_loss/-
1290	415	0	0	tsai			tsaj	semilla de una fruta, por ejemplo de la papaya, aguaje, guaba, grano de maíz	seed		9	200								N.		ts + a + j	Kokama	2 7 2006	AXN	CAJ	1	1.C.C 1.A.V 1.J.c	2.0 1.5 0.8	1	1890	ts + a + - j - -	952 1888 1887	c + c + c	23-deaffric_i/tʃ + 16-gen_a_tpn_stress/a + 13-glott_loss/- 27-ɨ>i/i 64-9/- 10-fin_a_loss/-
1624	481	108	2	á			á	grão, semente	seed		2	19										á	Tupinamba	7	X	A	3	3.A.V	1.5	1	1888	á	1888	c	16-gen_a_tpn_stress/a
1898	480	0	0	aynha			aʔɨɲa	grão, semente	seed		2	39									(s)	a + ʔ ɨ ɲ a	Tupinamba	7 1 7 4 7	XBYBZ	AHINA	3	3.A.V 3.H.C 3.I.V 3.N.C 3.A.V	1.5 1.75 1.3 1.75 0.8	0	1887	a + ʔ ɨ ɲ a	1888 1887	c + c c c c	16-gen_a_tpn_stress/a + 13-glott_loss/- 27-ɨ>i/i 64-9/- 10-fin_a_loss/-
1903	1382	261	5	ayra			aʔɨɾa	sêmen masculino	semen		2	39										a ʔ ɨ ɾ a	Tupinamba	7 1 7 5 7	XBYBZ	AHIRA	3	3.A.V 3.H.C 3.I.V 3.R.C 3.A.V	1.5 1.75 1.3 1.75 0.8	1	1891	a ʔ ɨ ɾ a	1891	c c c c c	0/n 0/n 0/n 0/n 0/n
707	556	0	0		yumunu		jumunu	send	send													j u + m u n u	Omagua	6 7 4 7 4 7	AXBYBZ	JYMYNY	2	2.J.C 2.Y.V 2.M.C 2.Y.V 2.N.C 2.Y.V	2.0 1.5 1.75 1.3 1.75 0.8	0	1892	j u + m u n u	315 1015	c c + c c c c	15-gen_j/j 5-gen_u/u + 12-gen_m/m 14-o>u/u 35-nd>n/n 39-o>u_tpn_stress/u
1594	825	0	0	yumunu			jumunu	enviar algo de un lugar a otro.	send something to another place		9	272								V.		j u + m u n u	Kokama	6 7 4 7 4 7	AXBYBZ	JYMYNY	1	1.J.C 1.Y.V 1.M.C 1.Y.V 1.N.C 1.Y.V	2.0 1.5 1.75 1.3 1.75 0.8	0	1893	j u + m u n u	315 1015	c c + c c c c	15-gen_j/j 5-gen_u/u + 12-gen_m/m 14-o>u/u 35-nd>n/n 39-o>u_tpn_stress/u
2767	1605	1253	2	poia			poja	repartir	separate, allot		2	127	[supé] (obj. dir. de p.)							tr.-rel.		p o j a	Tupinamba	1 7 6 7	AXBZ	PUJA	3	3.P.C 3.U.V 3.J.C 3.A.V	2.0 1.5 1.75 0.8	1	1894	p o j a	1894	c c c c	0/n 0/n 0/n 0/n
689	648	0	0		yu		ju		sew (trans)													j u	Omagua	6 7	AX	JY	2	2.J.C 2.Y.V	2.0 1.5	0	1895	j u	1895	c c	15-gen_j/j 5-gen_u/u
1580	943	0	0	yu			ju	coser, unir con hilo dos pedazos de tela	sew (trans)		9	269								V.		j u	Kokama	6 7	AX	JY	1	1.J.C 1.Y.V	2.0 1.5	0	1895	j u	1895	c c	15-gen_j/j 5-gen_u/u
2423	1151	0	0	mobybyca			moβɨβɨka	coser, costurar	sew (trans)		2	92								tr.		m o β ɨ β ɨ k a	Tupinamba	4 7 3 7 3 7 1 7	AXBYBYBZ	MUBIBIKA	3	3.M.C 3.U.V 3.B.C 3.I.V 3.B.C 3.I.V 3.K.C 3.A.V	2.0 1.5 1.75 1.3 1.75 1.3 1.75 0.8	0	1896	m o β ɨ β ɨ k a	1896	c c c c c c c c	0/n 0/n 0/n 0/n 0/n 0/n 0/n 0/n
1746	454	329	1	anga			aŋa	sombra	shadow, shade		2	28										a ŋ a	Tupinamba	7 4 2007	XBZ	ANA	3	3.A.V 3.N.C 3.A.V	1.5 1.75 0.8	1	1898	a ŋ a	1898	c c c	1-gen_a/a 46-ŋ>n/n 1-gen_a/a
2043	455	0	0	cuarassy roy			kʷaɾasɨ ɾoʔɨ	sombra	shadow, shade	EKL: changed from 'cuarassy' to 'cuarassy roy'. 'roy' means 'frio, fresco; inverno; ano', 'cold, chilly; winter, year' (p. 140). OL: Cf. comment on /roʔĩ/ for glottal stop.	1	191										kʷ a ɾ a s ɨ _ ɾ o ʔ ɨ	Tupinamba	1 7 5 7 3 7 9 5 7 1 7	AXBYBZ_AXBZ	KARASI_RUHI	3	3.K.C 3.A.V 3.R.C 3.A.V 3.S.C 3.I.V 3._._ 3.R.C 3.U.V 3.H.C 3.I.V	2.0 1.5 1.75 1.3 1.75 0.8 0.0 2.0 1.5 1.75 0.8	0	1897	kʷ - a ɾ a s ɨ _ ɾ o ʔ ɨ	2191 510	c c c c c c _ c c c c	54-kok_w_glide/k 40-kok_w_glide/w 1-gen_a/a 3-gen_ɾ/ɾ 1-gen_a/a 23-deaffric_i/tʃ 27-ɨ>i/i + 3-gen_ɾ/ɾ 14-o>u/u 13-glott_loss/- 9-gen_ɨ/ɨ
1	301	0	0		-sana		sana	SIMILATIVE	shadow, shade@													s + a n a	Omagua	3 7 4 7	AXBZ	SANA	2	2.S.C 2.A.V 2.N.C 2.A.V	2.0 1.5 1.75 0.8	0	1899	s + a n a	952 1898	c + c c c	23-deaffric_i/tʃ + 1-gen_a/a 46-ŋ>n/n 1-gen_a/a
2019	911	911	1	cossoca ~ cotoca			koɾi	chocalhar, sacudir-se	shake (intr)		2	47								intr.		k o ɾ i	Tupinamba	1 7 5 7	AXBZ	KURI	3	3.K.C 3.U.V 3.R.C 3.I.V	2.0 1.5 1.75 0.8	0	1901	k o ɾ i	1901	c c c c	0/n 0/n 0/n 0/n
2586	909	0	0	nhemongüé			ɲemoNʷé	estrebuchar	shake (intr)		1	99										ɲ e m o ɴʷ é	Tupinamba	4 7 4 7 4 7	AXBYBZ	NEMUNE	3	3.N.C 3.E.V 3.M.C 3.U.V 3.N.C 3.E.V	2.0 1.5 1.75 1.3 1.75 0.8	0	1900	ɲ e m o ɴʷ é	1900	c c c c c c	0/n 0/n 0/n 0/n 0/n 0/n
394	515	0	0		saɾakata		saɾakata	ARNALDOISM;moverse	shake (intr, trans)													s a + ɾ a k a t a	Omagua	3 7 5 7 1 7 1 7	AXBYBYBZ	SARAKATA	2	2.S.C 2.A.V 2.R.C 2.A.V 2.K.C 2.A.V 2.T.C 2.A.V	2.0 1.5 1.75 1.3 1.75 1.3 1.75 0.8	0	1906	s a + ɾ a k a t a	0 1823	c c + c c c c c c	0/n 0/n + 3-gen_ɾ/ɾ 1-gen_a/a 4-gen_k/k 1-gen_a/a 7-gen_t/t 1-gen_a/a
542	514	0	0		tuɾuka		tuɾuka	shake out, e.g., fabrics	shake (intr, trans)													t u ɾ u k a	Omagua	1 7 5 7 1 7	AXBYBZ	TYRYKA	2	2.T.C 2.Y.V 2.R.C 2.Y.V 2.K.C 2.A.V	2.0 1.5 1.75 1.3 1.75 0.8	0	1904	t u ɾ u k a	1904	c c c c c c	0/n 0/n 0/n 0/n 0/n 0/n
2401	906	0	0	moagüyagüy			moagʷɨagʷɨ	brandir, sacudir, fazer vibrar	shake (intr, trans)		2	90										m o + a gʷ ɨ a gʷ ɨ	Tupinamba	4 7 7 1 7 7 1 7	AXYBYYBZ	MUAKIAKI	3	3.M.C 3.U.V 3.A.V 3.K.C 3.I.V 3.A.V 3.K.C 3.I.V	2.0 1.5 1.3 1.75 1.3 1.3 1.75 0.8	0	1903	m o + a gʷ ɨ a gʷ ɨ	0 1824	c c + c c c c c c	0/n 0/n + 10-fin_a_loss/- 38-gw>w/w 9-gen_ɨ/ɨ 10-fin_a_loss/- 96-2/w 110-4/ɨ
2406	905	0	0	moapagüy			moapagʷɨ	brandir, sacudir, fazer vibrar	shake (intr, trans)		2	90										m o a p a gʷ ɨ	Tupinamba	4 7 7 1 7 1 7	AXYBYBZ	MUAPAKI	3	3.M.C 3.U.V 3.A.V 3.P.C 3.A.V 3.K.C 3.I.V	2.0 1.5 1.3 1.75 1.3 1.75 0.8	0	1903	m o a - - p a gʷ ɨ	1903	c c c c c c c	0/n 0/n 0/n 0/n 0/n 0/n 0/n 0/n 0/n
2435	903	0	0	mocuteĩ			mokuteĩ	sacudir	shake (intr, trans)	OL: Possibly /-teʔĩ/?	2	92								tr.		m o k u t e ĩ	Tupinamba	4 7 1 7 1 7 7	AXBYBYZ	MUKYTEI	3	3.M.C 3.U.V 3.K.C 3.Y.V 3.T.C 3.E.V 3.I.V	2.0 1.5 1.75 1.3 1.75 1.3 0.8	0	1905	m o k u t e ĩ	1905	c c c c c c c	0/n 0/n 0/n 0/n 0/n 0/n 0/n
2545	902	0	0	mossussunga			mosusuNa	sacudir	shake (intr, trans)		2	102								tr.		m o s u s u ɴ a	Tupinamba	4 7 3 7 3 7 4 7	AXBYBYBZ	MUSYSYNA	3	3.M.C 3.U.V 3.S.C 3.Y.V 3.S.C 3.Y.V 3.N.C 3.A.V	2.0 1.5 1.75 1.3 1.75 1.3 1.75 0.8	0	1902	m o s u s - u ɴ a	1902	c c c c c c c c	12-gen_m/m 14-o>u/u 11-deaffric/ts 5-gen_u/u 11-deaffric/ts 2-157/Ø 5-gen_u/u 68-7/n 1-gen_a/a
2552	904	0	0	motumunga			motumuNa	sacudir	shake (intr, trans)		2	103										m o t u m u ɴ a	Tupinamba	4 7 1 7 4 7 4 7	AXBYBYBZ	MUTYMYNA	3	3.M.C 3.U.V 3.T.C 3.Y.V 3.M.C 3.Y.V 3.N.C 3.A.V	2.0 1.5 1.75 1.3 1.75 1.3 1.75 0.8	0	1902	m o t u - m u ɴ a	1902	c c c c c c c c	12-gen_m/m 14-o>u/u 11-deaffric/ts 5-gen_u/u 11-deaffric/ts 2-157/Ø 5-gen_u/u 68-7/n 1-gen_a/a
3078	910	0	0	tumunga			tumuNa	estremecer, sacudir-se, balançar-se	shake (intr, trans)		2	153								intr.		t u m u ɴ a	Tupinamba	1 7 4 7 4 7	AXBYBZ	TYMYNA	3	3.T.C 3.Y.V 3.M.C 3.Y.V 3.N.C 3.A.V	2.0 1.5 1.75 1.3 1.75 0.8	0	1902	- - t u - m u ɴ a	1902	c c c c c c	12-gen_m/m 14-o>u/u 11-deaffric/ts 5-gen_u/u 11-deaffric/ts 2-157/Ø 5-gen_u/u 68-7/n 1-gen_a/a
2563	916	916	1	myia			mɨja	mexer-se, bolir	shake (intr, trans), agitate		2	104								intr.		m ɨ j a	Tupinamba	4 7 6 7	AXBZ	MIJA	3	3.M.C 3.I.V 3.J.C 3.A.V	2.0 1.5 1.75 0.8	1	1907	m ɨ j a	1907	c c c c	0/n 0/n 0/n 0/n
791	757	0	0	arɨrɨka			aɾɨɾɨka	temblar, agitarse o sacudirse	shake, tremble (intr, trans)		9	38								V.		a ɾ ɨ ɾ ɨ k a	Kokama	7 5 7 5 7 1 7	XBYBYBZ	ARIRIKA	1	1.A.V 1.R.C 1.I.V 1.R.C 1.I.V 1.K.C 1.A.V	1.5 1.75 1.3 1.75 1.3 1.75 0.8	0	1908	a ɾ ɨ ɾ ɨ k a	1908	c c c c c c c	1-gen_a/a 3-gen_ɾ/ɾ 9-gen_ɨ/ɨ 3-gen_ɾ/ɾ 9-gen_ɨ/ɨ 4-gen_k/k 1-gen_a/a
3095	917	917	1	tytyca			tɨtɨka	tremer, estremecer, palpitar	shake, tremor (intr.)		2	154								intr.		t ɨ t ɨ k a	Tupinamba	1 7 1 7 1 7	AXBYBZ	TITIKA	3	3.T.C 3.I.V 3.T.C 3.I.V 3.K.C 3.A.V	2.0 1.5 1.75 1.3 1.75 0.8	0	1909	t ɨ t ɨ k a	1909	c c c c c c	0/n 0/n 0/n 0/n 0/n 0/n
3096	1718	917	2	tytyca			tɨtɨka	palpitação	shake, tremor (n.)		2	154										t ɨ t ɨ k a	Tupinamba	1 7 1 7 1 7	AXBYBZ	TITIKA	3	3.T.C 3.I.V 3.T.C 3.I.V 3.K.C 3.A.V	2.0 1.5 1.75 1.3 1.75 0.8	1	1910	t ɨ t ɨ k a	1910	c c c c c c	0/n 0/n 0/n 0/n 0/n 0/n
1670	908	0	0	acureĩ			akuɾeĩ	agitado, sacudido	shaken	OL: Possibly /akuɾeʔĩ/?	2	22										a k u ɾ e ĩ	Tupinamba	7 1 7 5 7 7	XBYBYZ	AKYREI	3	3.A.V 3.K.C 3.Y.V 3.R.C 3.E.V 3.I.V	1.5 1.75 1.3 1.75 1.3 0.8	0	1911	a k u ɾ e ĩ	1911	c c c c c c	0/n 0/n 0/n 0/n 0/n 0/n
1481	824	0	0	wakaya			wakaja	repartir, regalar, distribuir	share, distribute, give		9	239								V.		w a k a j a	Kokama	6 7 1 7 6 7	AXBYBZ	WAKAJA	1	1.W.C 1.A.V 1.K.C 1.A.V 1.J.C 1.A.V	2.0 1.5 1.75 1.3 1.75 0.8	0	1912	w a k a j a	1912	c c c c c c	0/n 0/n 0/n 0/n 0/n 0/n
374	441	0	0		saimɪ		saimɪ		sharp													s a i m ɪ	Omagua	3 7 7 4 7	AXYBZ	SAIMI	2	2.S.C 2.A.V 2.I.V 2.M.C 2.I.V	2.0 1.5 1.3 1.75 0.8	0	1914	s a i m ɪ - -	1914	c c c c c	11-deaffric/ts 1-gen_a/a 24-med_e>i/i 25-mb>m/m 19-gen_e/e 13-glott_loss/- 192-2/-
1675	753	753	1	aembeé			aembeʔé	afiado	sharp	OL: Probably not /aʔembé/. Cf. TGB <aymê'ê> or GUB <haime>.	2	23									(s)	s a e mb e ʔ é	Tupinamba	7 7 4 1 7 1 7	XYMBYBZ	AEMPEHE	3	3.A.V 3.E.V 3.M.c 3.P.C 3.E.V 3.H.C 3.E.V	1.5 1.3 1.1 1.75 1.3 1.75 0.8	0	1913	s a e mb e ʔ é	1914	c c c c c c c	11-deaffric/ts 1-gen_a/a 24-med_e>i/i 25-mb>m/m 19-gen_e/e 13-glott_loss/- 192-2/-
1292	629	0	0	tsaimeka			tsajmeka	afilar, sacar filo a una herramienta para cortar como hacha, cuchillo, machete	sharpen (trans)		9	201								V.		ts a j m e k a	Kokama	2 7 6 4 7 1 7	AXMBYBZ	CAJMEKA	1	1.C.C 1.A.V 1.J.c 1.M.C 1.E.V 1.K.C 1.A.V	2.0 1.5 1.1 1.75 1.3 1.75 0.8	0	1916	ts a j m e k a	1919	c c c c c c c	11-deaffric/ts 1-gen_a/a 41-coda_j/j 12-gen_m/m 19-gen_e/e 4-gen_k/k 1-gen_a/a
1676	1010	753	2	aembeé			aembeʔé	afiar	sharpen (trans)	OL: Probably not /aʔembé/. Cf. TGB <aymê'ê> or GUB <haime>.	2	23									(s)	a e mb e ʔ é	Tupinamba	7 7 4 1 7 1 7	XYMBYBZ	AEMPEHE	3	3.A.V 3.E.V 3.M.c 3.P.C 3.E.V 3.H.C 3.E.V	1.5 1.3 1.1 1.75 1.3 1.75 0.8	1	1915	a e mb e ʔ é	1915	c c c c c c	0/n 0/n 0/n 0/n 0/n 0/n
1807	1011	0	0	apuapina			apʷapina	fazer ponta em	sharpen (trans)/ make a point on		1	164									(s)	a pʷ a p i n a	Tupinamba	7 1 7 1 7 4 7	XBYBYBZ	APAPINA	3	3.A.V 3.P.C 3.A.V 3.P.C 3.I.V 3.N.C 3.A.V	1.5 1.75 1.3 1.75 1.3 1.75 0.8	0	1917	a pʷ a p i n a	1917	c c c c c c c	0/n 0/n 0/n 0/n 0/n 0/n 0/n
375	562	0	0		saimɪka		saimɪka		sharpen (trans)@													s a i m ɪ k a	Omagua	3 7 7 4 7 1 7	AXYBYBZ	SAIMIKA	2	2.S.C 2.A.V 2.I.V 2.M.C 2.I.V 2.K.C 2.A.V	2.0 1.5 1.3 1.75 1.3 1.75 0.8	0	1919	s a i m ɪ k a	1919	c c c c c c c	11-deaffric/ts 1-gen_a/a 41-coda_j/j 12-gen_m/m 19-gen_e/e 4-gen_k/k 1-gen_a/a
391	563	0	0		sapuata		sapuata	hacerle punta	sharpen (trans)@													s a p u a t a	Omagua	3 7 1 7 7 1 7	AXBYYBZ	SAPYATA	2	2.S.C 2.A.V 2.P.C 2.Y.V 2.A.V 2.T.C 2.A.V	2.0 1.5 1.75 1.3 1.3 1.75 0.8	0	1918	s a p u a t a	1918	c c c c c c c	0/n 0/n 0/n 0/n 0/n 0/n 0/n
3278			0	apina			apina	raspar a cabeça de	shave head		2	31										a p i n a	Tupinamba	7 1 7 4 7	XBYBZ	APINA	3	3.A.V 3.P.C 3.I.V 3.N.C 3.A.V	1.5 1.75 1.3 1.75 0.8	1	1920	a p i n a	587	c c c c c	1-gen_a/a 6-gen_p/p 8-gen_i/i 18-gen_n/n 1-gen_a/a
1686	1332	435	1	ajapé			ajapé	casco	shell		2	25										a j a p é	Tupinamba	7 6 7 1 7	XBYBZ	AJAPE	3	3.A.V 3.J.C 3.A.V 3.P.C 3.E.V	1.5 1.75 1.3 1.75 0.8	1	1921	a j a p é	1921	c c c c c	1-gen_a/a 15-gen_j/j 1-gen_a/a 6-gen_p/p 34-fin_e>i/i
1778	436	436	1	apé			apé	casco; concha; casca [de ovo, noz, fruto durto ets.]	shell		2	30										a p é	Tupinamba	7 1 2007	XBZ	APE	3	3.A.V 3.P.C 3.E.V	1.5 1.75 0.8	1	1921	- - a p é	1921	c c c	1-gen_a/a 15-gen_j/j 1-gen_a/a 6-gen_p/p 34-fin_e>i/i
2687	1589	433	2	pé			pé	casco	shell		2	121										p é	Tupinamba	1 7	AX	PE	3	3.P.C 3.E.V	2.0 1.5	1	1921	- - - p é	1921	c c	1-gen_a/a 15-gen_j/j 1-gen_a/a 6-gen_p/p 34-fin_e>i/i
1747	1345	329	2	anga			aŋa	abrigo	shelter		2	28										a ŋ a	Tupinamba	7 4 2007	XBZ	ANA	3	3.A.V 3.N.C 3.A.V	1.5 1.75 0.8	1	1922	a ŋ a	1922	c c c	0/n 0/n 0/n
2630	1574	513	2	ocaia			okaja	choça	shelter, hut		2	115										o k a j a	Tupinamba	7 1 7 6 7	XBYBZ	UKAJA	3	3.U.V 3.K.C 3.A.V 3.J.C 3.A.V	1.5 1.75 1.3 1.75 0.8	1	1923	o k a j a	1923	c c c c c	0/n 0/n 0/n 0/n 0/n
985	80	0	0	kaɨ			kaɨ	canilla, tibial anterior	shin		9	89	en los kukamiria se refiere a la parte baja de la pierna y para los kukama se usa para referirse a la pierna incluyendo el muslo							N.		k a ɨ	Kokama	1 7 2007	AXZ	KAI	1	1.K.C 1.A.V 1.I.V	2.0 1.5 0.8	0	1924	k a ɨ	1924	c c c	0/n 0/n 0/n
338	629	0	0		pɪɾata2		pɪɾata	brillar	shine													p ɪ ɾ a + t a	Omagua	1 7 5 7 1 7	AXBYBZ	PIRATA	2	2.P.C 2.I.V 2.R.C 2.A.V 2.T.C 2.A.V	2.0 1.5 1.75 1.3 1.75 0.8	0	1925	p ɪ ɾ a - - + t a	1925 435	c c c c + c c	102-2/p 19-gen_e/e 3-gen_ɾ/ɾ 1-gen_a/a 20-fin_b_loss/- 10-fin_a_loss/- + 7-gen_t/t 1-gen_a/a
1158	922	0	0	perata			peɾata	ser brillante, 'llambo'	shine		9	156								V.		p e ɾ a + t a	Kokama	1 7 5 7 1 7	AXBYBZ	PERATA	1	1.P.C 1.E.V 1.R.C 1.A.V 1.T.C 1.A.V	2.0 1.5 1.75 1.3 1.75 0.8	0	1925	p e ɾ a - - + t a	1925 435	c c c c + c c	102-2/p 19-gen_e/e 3-gen_ɾ/ɾ 1-gen_a/a 20-fin_b_loss/- 10-fin_a_loss/- + 7-gen_t/t 1-gen_a/a
1305	1192	559	3	tsaku			tsaku	calor, brillo	shine, brightness (n.)		9	204								N.		ts a k u	Kokama	2 7 1 7	AXBZ	CAKY	1	1.C.C 1.A.V 1.K.C 1.Y.V	2.0 1.5 1.75 0.8	1	1926	ts a k u	1926	c c c c	0/n 0/n 0/n 0/n
1928	1113	0	0	beraba			βeɾaβa	brilhar, resplandecer; brilhante, resplandecente	shine, shiny		2	40								intr.		β e ɾ a β a	Tupinamba	3 7 5 7 3 7	AXBYBZ	BERABA	3	3.B.C 3.E.V 3.R.C 3.A.V 3.B.C 3.A.V	2.0 1.5 1.75 1.3 1.75 0.8	0	1927	β e ɾ a β a	1925	c c c c c c	102-2/p 19-gen_e/e 3-gen_ɾ/ɾ 1-gen_a/a 20-fin_b_loss/- 10-fin_a_loss/-
826	1190	467	2	chiru			tʃiɾu	vestido, término genérico para todo tipo de vestimenta; algunos lo interpretan como camisa.	shirt		9	49								N.		tʃ i ɾ u	Kokama	1 7 5 7	AXBZ	TIRY	1	1.T.C 1.I.V 1.R.C 1.Y.V	2.0 1.5 1.75 0.8	1	1928	tʃ i ɾ u	1928	c c c c	0/n 0/n 0/n 0/n
1450	1169	747	2	upuka			upuka	disparar	shoot		9	230								V.		u p u k a	Kokama	7 1 7 1 7	XBYBZ	YPYKA	1	1.Y.V 1.P.C 1.Y.V 1.K.C 1.A.V	1.5 1.75 1.3 1.75 0.8	1	1929	u p u k a	1929	c c c c c	0/n 0/n 0/n 0/n 0/n
51	547	0	0		ayua		ajua		shoot (trans)													a j u a	Omagua	7 6 7 7	XBYZ	AJYA	2	2.A.V 2.J.C 2.Y.V 2.A.V	1.5 1.75 1.3 0.8	0	1931	a j u a	1931	c c c c	1-gen_a/a 15-gen_j/j 45-kok_u_loss/- 1-gen_a/a
3187	971	0	0	ybõ			ɨβõ	frechar	shoot (trans)		2	161								tr.		ɨ β õ	Tupinamba	7 3 2007	XBZ	IBU	3	3.I.V 3.B.C 3.U.V	1.5 1.75 0.8	0	1930	ɨ β õ	1930	c c c	0/n 0/n 0/n
803	808	0	0	aya			aja	balear, picar; alcanzar y herir en el monte o en el agua. Implica el desplazamiento de un instrumento punzo cortante como lanza, flecha, virote de la pucana, bala, machete, etc.	shoot and hit		9	44								V.		a j a	Kokama	7 6 2007	XBZ	AJA	1	1.A.V 1.J.C 1.A.V	1.5 1.75 0.8	0	1932	a j - a	1931	c c c	1-gen_a/a 15-gen_j/j 45-kok_u_loss/- 1-gen_a/a
2112	61	0	0	embó			embó	vergôntea, rebento	shoot, sprout		2	55									(s)	e mb ó	Tupinamba	7 4 1 7	XMBZ	EMPU	3	3.E.V 3.M.c 3.P.C 3.U.V	1.5 1.1 1.75 0.8	0	1933	e mb ó	1933	c c c	0/n 0/n 0/n
441	282	0	0		sɨma		sɨma		shore, bank													s + ɨ m a	Omagua	3 7 4 7	AXBZ	SIMA	2	2.S.C 2.I.V 2.M.C 2.A.V	2.0 1.5 1.75 0.8	0	952	s + - ɨ m a	952 1934	c + c c c	23-deaffric_i/tʃ + 212-1/- 87-3/ɨ 25-mb>m/m 111-2/a
1363	369	369	2	tsɨma			tsɨma	orilla	shore, bank		9	216								N.		ts + ɨ m a	Kokama	2 7 4 7	AXBZ	CIMA	1	1.C.C 1.I.V 1.M.C 1.A.V	2.0 1.5 1.75 0.8	1	952	ts + - ɨ m a	952 1934	c + c c c	23-deaffric_i/tʃ + 212-1/- 87-3/ɨ 25-mb>m/m 111-2/a
3255	426	0	0	yrembeyba			ɨɾembeɨβa	beira, margem, costa	shore, bank	OL: Possibly /-beʔɨβa/?	2	166										ɨ ɾ e mb e ɨ β a	Tupinamba	7 5 7 4 1 7 7 3 7	XBYMBYYBZ	IREMPEIBA	3	3.I.V 3.R.C 3.E.V 3.M.c 3.P.C 3.E.V 3.I.V 3.B.C 3.A.V	1.5 1.75 1.3 1.1 1.75 1.3 1.3 1.75 0.8	0	1935	ɨ ɾ e mb e ɨ β a	1935	c c c c c c c c	0/n 0/n 0/n 0/n 0/n 0/n 0/n 0/n
680	404	0	0		yatuɾu		jatuɾu		short													j a t u ɾ u	Omagua	6 7 1 7 5 7	AXBYBZ	JATYRY	2	2.J.C 2.A.V 2.T.C 2.Y.V 2.R.C 2.Y.V	2.0 1.5 1.75 1.3 1.75 0.8	0	1936	j a t u ɾ u	1936	c c c c c c	127-2/- 31-kok_simp/- 7-gen_t/t 5-gen_u/u 3-gen_ɾ/ɾ 5-gen_u/u
1403	564	0	0	turu			tuɾu	ser bajo de altura	short		9	197								V.		t u ɾ u	Kokama	1 7 5 7	AXBZ	TYRY	1	1.T.C 1.Y.V 1.R.C 1.Y.V	2.0 1.5 1.75 0.8	0	1936	- - t u ɾ u	1936	c c c c	127-2/- 31-kok_simp/- 7-gen_t/t 5-gen_u/u 3-gen_ɾ/ɾ 5-gen_u/u
1802	658	0	0	apoaĩ			apoʔaĩ	curto	short	OL: Possibly /apoʔaʔĩ/?	2	32										a p o ʔ a ĩ	Tupinamba	7 1 7 1 7 7	XBYBYZ	APUHAI	3	3.A.V 3.P.C 3.U.V 3.H.C 3.A.V 3.I.V	1.5 1.75 1.3 1.75 1.3 0.8	0	1938	a p o ʔ a ĩ	1938	c c c c c c	0/n 0/n 0/n 0/n 0/n 0/n
1833	657	0	0	aquytã			akɨtã	curto	short		2	34										a k ɨ t ã	Tupinamba	7 1 7 1 7	XBYBZ	AKITA	3	3.A.V 3.K.C 3.I.V 3.T.C 3.A.V	1.5 1.75 1.3 1.75 0.8	0	1937	a k ɨ t ã	1937	c c c c c	0/n 0/n 0/n 0/n 0/n
